id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
FAM228B	4	0.001608	0.0057461	0.704486	151	2	-0.53931	0.38395	0.43302	1.0	8002	1	-0.53931
SASS6	4	0.0016377	0.0058545	0.704486	152	2	-0.42995	0.089981	0.16158	0.937614	3177	2	-0.42995
ARID3C	4	0.0016552	0.0059064	0.704486	153	4	-1.2474	0.99834	0.99833	1.0	19043	0	-1.2474
COQ3	4	0.0016803	0.0059936	0.706079	154	2	-1.2361	0.58809	0.59052	1.0	10841	1	-1.2361
PPM1N	4	0.0016914	0.0060294	0.706079	155	4	-0.89304	0.99831	0.99829	1.0	19042	0	-0.89304
COL6A3	4	0.0016941	0.0060418	0.706079	156	4	-1.2852	0.99831	0.99829	1.0	19041	0	-1.2852
TNXB	4	0.0017016	0.0060678	0.706079	157	2	-1.2363	0.66652	0.66641	1.0	12433	0	-1.2363
WDR88	4	0.0017744	0.0063215	0.731143	158	4	-1.1216	0.99823	0.99822	1.0	19040	0	-1.1216
MAT2A	3	0.0017804	0.0050374	0.704441	159	1	1.269	0.034733	0.067741	0.814529	1824	2	1.269
THSD7B	4	0.0018088	0.0064273	0.735149	160	4	-1.0883	0.99819	0.99819	1.0	19039	0	-1.0883
ANKRD13A	4	0.0018236	0.0064802	0.735149	161	2	0.34829	0.0084798	0.023705	0.578498	728	2	0.34829
SLC17A1	4	0.001835	0.0065248	0.735149	162	3	-1.4373	0.25558	0.35346	1.0	6423	1	-1.4373
SCUBE2	4	0.0018402	0.0065487	0.735149	163	1	-0.04213	0.82379	0.82377	1.0	15474	0	-0.04213
ZNF548	4	0.0018402	0.0065487	0.735149	164	2	-0.51771	0.64611	0.64599	1.0	11993	0	-0.51771
SOCS5	4	0.0018747	0.0066722	0.736436	165	4	-1.0402	0.99813	0.99812	1.0	19037	0	-1.0402
CCDC116	4	0.0018824	0.0066976	0.736436	166	3	-1.6073	0.26132	0.35675	1.0	6474	1	-1.6073
STAG3	4	0.0018948	0.0067521	0.736436	167	4	-1.0919	0.99811	0.9981	1.0	19036	0	-1.0919
GALNT15	4	0.0019077	0.0068008	0.737427	168	3	-1.4912	0.71736	0.7171	1.0	13382	0	-1.4912
LGALS13	4	0.0019218	0.0068527	0.738854	169	4	-1.0552	0.99808	0.99808	1.0	19035	0	-1.0552
HSF2	4	0.0019826	0.0070634	0.741041	170	3	-1.4277	0.94691	0.94698	1.0	17950	0	-1.4277
LIN7A	4	0.0019974	0.0071168	0.741041	171	4	-1.1636	0.998	0.998	1.0	19034	0	-1.1636
MMP3	4	0.0019979	0.0071183	0.741041	172	2	-1.1191	0.81247	0.81242	1.0	15261	0	-1.1191
USP32	4	0.0020053	0.0071443	0.741041	173	3	-1.4611	0.70646	0.70619	1.0	13197	0	-1.4611
TIGD7	4	0.0020203	0.0072034	0.74127	174	3	-1.4533	0.32056	0.39227	1.0	7203	1	-1.4533
TMOD1	4	0.0020268	0.0072247	0.74127	175	2	-0.6126	0.87942	0.87944	1.0	16535	0	-0.6126
RING1	4	0.0020536	0.0073259	0.745167	176	3	-1.4499	0.84663	0.84653	1.0	15932	0	-1.4499
ARPP19	4	0.0020625	0.0073627	0.745167	177	2	-0.87286	0.5831	0.58595	1.0	10758	1	-0.87286
CENPQ	4	0.0020669	0.0073798	0.745167	178	4	-1.1271	0.99793	0.99793	1.0	19033	0	-1.1271
PLA2G10	3	0.0020863	0.0058644	0.704486	179	2	-1.9629	0.35152	0.37169	1.0	7596	1	-1.9629
ODF1	4	0.0021289	0.0076117	0.74889	180	4	-1.3124	0.99787	0.99787	1.0	19032	0	-1.3124
HIST1H2BN	4	0.0021458	0.007675	0.74889	181	3	-1.545	0.070084	0.13493	0.918339	2734	1	-1.545
PLEKHA2	4	0.00216	0.0077222	0.74889	182	1	0.37182	0.32405	0.39438	1.0	7248	1	0.37182
TRIML1	4	0.0021739	0.0077715	0.74889	183	4	-1.0934	0.99783	0.99783	1.0	19029	0	-1.0934
NAA38	4	0.0021815	0.0078006	0.74889	184	4	-1.4248	0.99601	0.996	1.0	18994	0	-1.4248
ERVV-1	4	0.002182	0.0078016	0.74889	185	4	-1.1221	0.99782	0.99783	1.0	19028	0	-1.1221
TIGD4	4	0.0022045	0.0078815	0.74889	186	3	-1.4138	0.75574	0.75558	1.0	14170	0	-1.4138
CCHCR1	4	0.002218	0.0079391	0.74889	187	3	-1.44	0.21245	0.32233	1.0	5803	1	-1.44
OSM	4	0.0022247	0.0079619	0.74889	188	3	-1.453	0.25325	0.35208	1.0	6390	1	-1.453
ANKRD33B	4	0.0022265	0.0079661	0.74889	189	4	-0.90614	0.99777	0.99778	1.0	19027	0	-0.90614
YARS	2	0.0022353	0.0043987	0.704441	190	2	-1.6409	0.99776	0.99773	1.0	19026	0	-1.6409
ETNK2	4	0.0022927	0.0081985	0.761167	191	3	-1.6453	0.22161	0.33405	1.0	6006	1	-1.6453
NEIL1	4	0.0023107	0.0082696	0.761167	192	3	-1.3988	0.95805	0.95807	1.0	18182	0	-1.3988
LAT	4	0.0023732	0.0084776	0.761167	193	2	0.14801	0.067048	0.13084	0.918339	2659	2	0.14801
KIFC2	4	0.0023732	0.0084776	0.761167	194	3	-1.1664	0.24357	0.34644	1.0	6248	1	-1.1664
RQCD1	4	0.0023732	0.0084776	0.761167	195	1	-0.020522	0.4387	0.47078	1.0	8690	1	-0.020522
ITIH4	4	0.0023886	0.0085342	0.761167	196	4	-1.09	0.99761	0.99761	1.0	19025	0	-1.09
NPC1	4	0.0024036	0.0085778	0.761167	197	4	-0.98572	0.9976	0.99759	1.0	19023	0	-0.98572
EIF2D	4	0.0024036	0.0085778	0.761167	198	4	-1.3207	0.9976	0.99759	1.0	19024	0	-1.3207
NLGN3	4	0.0024097	0.0085944	0.761167	199	3	-1.6238	0.96058	0.96061	1.0	18234	0	-1.6238
PABPN1	3	0.0024143	0.0067531	0.736436	200	3	-2.6539	0.99392	0.99404	1.0	18946	0	-2.6539
PPIAL4F	3	0.0024143	0.0067531	0.736436	201	2	-2.1906	0.56171	0.56188	1.0	10366	0	-2.1906
SAA2	4	0.0024167	0.0086265	0.761167	202	4	-1.2849	0.99758	0.99757	1.0	19022	0	-1.2849
RGS9BP	4	0.0024201	0.0086374	0.761167	203	4	-1.3992	0.99096	0.99096	1.0	18880	0	-1.3992
PEX6	4	0.0024239	0.0086525	0.761167	204	3	-1.3775	0.9695	0.96955	1.0	18424	0	-1.3775
HLX	4	0.0024249	0.0086551	0.761167	205	4	-1.179	0.99758	0.99757	1.0	19021	0	-1.179
ZNF169	4	0.0024792	0.0088366	0.765565	206	3	-1.4002	0.73972	0.73934	1.0	13855	0	-1.4002
PLRG1	4	0.0024797	0.0088387	0.765565	207	3	-2.2969	0.4387	0.47078	1.0	8686	1	-2.2969
MPZL2	4	0.0024887	0.0088771	0.765565	208	3	-1.5706	0.92137	0.92151	1.0	17430	0	-1.5706
SRM	4	0.0024974	0.0089057	0.765565	209	4	-1.3473	0.9975	0.9975	1.0	19020	0	-1.3473
FGF17	4	0.0025325	0.0090125	0.768155	210	4	-1.1791	0.99747	0.99746	1.0	19019	0	-1.1791
KIAA1598	4	0.0025494	0.0090691	0.768155	211	4	-0.96255	0.99745	0.99744	1.0	19018	0	-0.96255
CDCA3	3	0.0025599	0.0071448	0.741041	212	1	-0.61478	0.39147	0.40444	1.0	8104	1	-0.61478
CNTN2	4	0.00256	0.0091044	0.768155	213	3	-1.6772	0.52809	0.53892	1.0	9777	1	-1.6772
ASRGL1	4	0.0025653	0.0091225	0.768155	214	2	-0.89124	0.17499	0.27363	1.0	4981	1	-0.89124
CHD2	4	0.0025719	0.009137	0.768155	215	3	-1.5002	0.72491	0.72471	1.0	13546	0	-1.5002
CUL2	4	0.0025863	0.0091832	0.768651	216	3	-1.2363	0.48433	0.50458	1.0	9189	1	-1.2363
CHMP1B	4	0.0026074	0.0092709	0.770792	217	4	-1.4396	0.99721	0.99721	1.0	19013	0	-1.4396
HEPN1	4	0.0026132	0.0092896	0.770792	218	4	-1.1594	0.99739	0.99738	1.0	19017	0	-1.1594
NMT2	4	0.0026395	0.0093752	0.772725	219	2	0.14735	0.58545	0.58815	1.0	10804	1	0.14735
OR4C13	4	0.0026466	0.0093939	0.772725	220	3	-1.4978	0.36976	0.42369	1.0	7846	1	-1.4978
TFF2	4	0.0026991	0.0095625	0.782538	221	3	-1.3576	0.88131	0.88128	1.0	16575	0	-1.3576
ADAMTS5	4	0.0027086	0.0095952	0.782538	222	4	-1.2345	0.99729	0.99728	1.0	19016	0	-1.2345
GLIPR1L1	4	0.0027286	0.0096616	0.784601	223	3	-1.4316	0.96576	0.9658	1.0	18347	0	-1.4316
RNF19A	4	0.0027517	0.0097492	0.786568	224	3	-1.4765	0.33418	0.40073	1.0	7375	1	-1.4765
POLR3E	4	0.0027631	0.0097856	0.786568	225	3	-1.3693	0.26668	0.35983	1.0	6529	1	-1.3693
OR10Q1	4	0.0027767	0.0098364	0.786568	226	4	-0.77048	0.99722	0.99722	1.0	19015	0	-0.77048
NIPBL	3	0.0027797	0.0077435	0.74889	227	1	-1.8705	0.39147	0.40444	1.0	8096	1	-1.8705
THEM4	4	0.0027993	0.0099168	0.786568	228	1	-0.030489	0.76992	0.7697	1.0	14462	0	-0.030489
CUL4B	4	0.0028062	0.0099433	0.786568	229	3	-1.4035	0.95392	0.95395	1.0	18098	0	-1.4035
TLCD1	4	0.0028334	0.010038	0.786568	230	3	-1.4052	0.97584	0.97602	1.0	18556	0	-1.4052
MRPL10	3	0.0028424	0.0079158	0.74889	231	3	-1.9118	0.98679	0.98694	1.0	18794	0	-1.9118
