id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
RPF2	4	2.597e-06	5.9573e-06	0.004554	25	4	-4.5996	1.0	1.0	1.0	19091	0	-4.5996
MRPL20	4	2.7375e-06	7.5113e-06	0.005317	26	4	-4.5511	1.0	1.0	1.0	19090	0	-4.5511
NOP16	4	2.7568e-06	7.5113e-06	0.005317	27	4	-4.2012	1.0	1.0	1.0	19089	0	-4.2012
PPAT	4	3.0564e-06	9.5834e-06	0.006106	28	4	-4.1717	1.0	1.0	1.0	19088	0	-4.1717
COPB1	4	3.1041e-06	9.5834e-06	0.006106	29	4	-4.3986	1.0	1.0	1.0	19087	0	-4.3986
RPP21	4	3.2467e-06	9.5834e-06	0.006106	30	4	-4.6102	1.0	1.0	1.0	19086	0	-4.6102
ACTL6A	4	3.5211e-06	1.0101e-05	0.006228	31	4	-4.7384	1.0	1.0	1.0	19085	0	-4.7384
KIAA0391	4	3.7925e-06	1.0619e-05	0.006343	32	4	-3.2461	1.0	1.0	1.0	19084	0	-3.2461
CENPA	4	3.958e-06	1.1138e-05	0.006451	33	4	-4.4269	1.0	1.0	1.0	19083	0	-4.4269
RPL7A	4	4.2564e-06	1.1656e-05	0.006552	34	4	-4.229	1.0	1.0	1.0	19082	0	-4.229
ATP6V1A	4	5.3597e-06	1.6318e-05	0.008911	35	4	-4.3057	0.99999	1.0	1.0	19081	0	-4.3057
PSMD2	4	5.5591e-06	1.7354e-05	0.009213	36	4	-4.3935	0.99999	1.0	1.0	19080	0	-4.3935
RPS4X	4	6.7884e-06	1.9944e-05	0.010028	37	4	-4.8409	0.99983	0.99984	1.0	18900	0	-4.8409
NCBP1	4	7.1186e-06	1.9944e-05	0.010028	38	4	-3.9639	0.99999	0.99999	1.0	19079	0	-3.9639
PSMG1	4	7.1905e-06	2.0462e-05	0.010028	39	4	-3.6441	0.99999	0.99999	1.0	19078	0	-3.6441
MCM3	4	8.4277e-06	2.5642e-05	0.012195	40	4	-4.272	0.99999	0.99999	1.0	19077	0	-4.272
INTS4	4	8.6556e-06	2.616e-05	0.012195	41	4	-4.5774	0.986	0.98601	1.0	17917	0	-4.5774
POLD2	4	8.7727e-06	2.7196e-05	0.012319	42	3	-5.4606	0.96483	0.96479	1.0	17401	0	-5.4606
ETF1	4	8.9131e-06	2.7714e-05	0.012319	43	4	-4.6654	0.99999	0.99999	1.0	19076	0	-4.6654
SRP54	4	9.1301e-06	2.875e-05	0.012489	44	4	-4.8639	0.99987	0.99987	1.0	18929	0	-4.8639
RPS3A	4	9.3486e-06	3.0304e-05	0.012534	45	4	-3.7289	0.99999	0.99999	1.0	19074	0	-3.7289
CENPO	4	9.3486e-06	3.0304e-05	0.012534	46	4	-3.7732	0.99999	0.99999	1.0	19075	0	-3.7732
C10orf2	4	9.4834e-06	3.0822e-05	0.012534	47	4	-4.2781	0.99998	0.99998	1.0	19045	0	-4.2781
PSMB7	4	9.8033e-06	3.2376e-05	0.012892	48	4	-5.0852	0.99992	0.99992	1.0	18959	0	-5.0852
RPL19	4	1.0928e-05	3.3413e-05	0.013033	49	4	-4.7272	0.99999	0.99999	1.0	19073	0	-4.7272
PRMT1	4	1.1538e-05	3.6521e-05	0.013631	50	4	-4.3665	0.99999	0.99999	1.0	19072	0	-4.3665
RPS23	4	1.1729e-05	3.8593e-05	0.013631	51	4	-4.887	0.99999	0.99999	1.0	19071	0	-4.887
MAD2L1	4	1.2132e-05	4.1183e-05	0.013631	52	3	-4.837	0.96433	0.96429	1.0	17389	0	-4.837
SACM1L	4	1.2328e-05	4.3255e-05	0.013631	53	4	-4.3796	0.99999	0.99999	1.0	19070	0	-4.3796
ATIC	4	1.2557e-05	4.4809e-05	0.013631	54	4	-4.4405	0.99999	0.99999	1.0	19069	0	-4.4405
DYNLRB1	4	1.2788e-05	4.5327e-05	0.013631	55	4	-4.2914	0.99999	0.99999	1.0	19068	0	-4.2914
LUC7L3	4	1.2808e-05	4.5327e-05	0.013631	56	4	-4.6509	0.99994	0.99994	1.0	18981	0	-4.6509
HARS2	4	1.2883e-05	4.5845e-05	0.013631	57	4	-4.234	0.99999	0.99999	1.0	19067	0	-4.234
RPS27	4	1.3034e-05	4.6363e-05	0.013631	58	4	-4.4639	0.99999	0.99999	1.0	19065	0	-4.4639
UBL5	4	1.3034e-05	4.6363e-05	0.013631	59	4	-4.8821	0.99999	0.99999	1.0	19066	0	-4.8821
UQCRC1	4	1.3376e-05	4.7399e-05	0.013631	60	4	-3.7012	0.99999	0.99999	1.0	19064	0	-3.7012
PCID2	3	1.3401e-05	4.5845e-05	0.013631	61	3	-5.0691	0.99999	0.99999	1.0	19063	0	-5.0691
ACTR10	4	1.3667e-05	4.7917e-05	0.013631	62	3	-4.6391	0.81509	0.81995	1.0	14753	1	-4.6391
SMU1	4	1.4072e-05	4.9471e-05	0.013631	63	4	-3.8831	0.99999	0.99998	1.0	19062	0	-3.8831
PRPF3	4	1.412e-05	4.9471e-05	0.013631	64	4	-3.4252	0.99999	0.99998	1.0	19061	0	-3.4252
RFK	4	1.4182e-05	4.9471e-05	0.013631	65	3	-4.6844	0.9779	0.97795	1.0	17703	0	-4.6844
ABCF1	4	1.4308e-05	4.9471e-05	0.013631	66	3	-4.2485	0.91912	0.91893	1.0	16535	0	-4.2485
MCAT	4	1.4373e-05	4.9471e-05	0.013631	67	4	-4.2423	0.99999	0.99998	1.0	19060	0	-4.2423
EMC7	4	1.4397e-05	4.9989e-05	0.013631	68	4	-4.2717	0.99999	0.99998	1.0	19059	0	-4.2717
FCF1	4	1.4599e-05	5.0507e-05	0.013631	69	4	-5.1131	0.99982	0.99983	1.0	18896	0	-5.1131
UBA1	4	1.4926e-05	5.2061e-05	0.013631	70	4	-4.0113	0.99999	0.99998	1.0	19058	0	-4.0113
ATP1B3	4	1.5127e-05	5.2061e-05	0.013631	71	4	-4.116	0.99998	0.99998	1.0	19057	0	-4.116
PTBP1	4	1.5145e-05	5.2061e-05	0.013631	72	3	-3.4555	0.54747	0.67177	1.0	12182	1	-3.4555
HSPE1	4	1.5209e-05	5.2061e-05	0.013631	73	4	-4.931	0.99998	0.99998	1.0	19056	0	-4.931
FAU	4	1.578e-05	5.3615e-05	0.013848	74	4	-3.8813	0.99998	0.99998	1.0	19055	0	-3.8813
ECD	4	1.6339e-05	5.776e-05	0.014719	75	4	-4.0356	0.99998	0.99998	1.0	19054	0	-4.0356
PHAX	4	1.719e-05	6.0868e-05	0.015296	76	4	-4.2281	0.99998	0.99998	1.0	19053	0	-4.2281
MRPL17	4	1.7564e-05	6.2422e-05	0.015296	77	4	-4.4008	0.99694	0.99694	1.0	18408	0	-4.4008
HINFP	4	1.8421e-05	6.553e-05	0.015636	78	4	-4.157	0.99998	0.99998	1.0	19052	0	-4.157
MTHFD1	4	1.875e-05	6.6048e-05	0.015636	79	4	-4.2656	0.99962	0.99962	1.0	18786	0	-4.2656
ORC6	4	1.8781e-05	6.6566e-05	0.015636	80	4	-4.3631	0.99998	0.99998	1.0	19051	0	-4.3631
SDHA	4	1.8952e-05	6.7084e-05	0.015636	81	4	-3.5439	0.99998	0.99998	1.0	19050	0	-3.5439
RPS3	4	1.9087e-05	6.8638e-05	0.015715	82	4	-3.8621	0.99998	0.99998	1.0	19049	0	-3.8621
ZNF626	4	1.9548e-05	6.9674e-05	0.015715	83	4	-3.6112	0.99998	0.99998	1.0	19048	0	-3.6112
RPS15	3	1.9651e-05	6.1904e-05	0.015296	84	3	-4.9424	0.99998	0.99998	1.0	19047	0	-4.9424
XRN2	4	1.9916e-05	7.071e-05	0.015715	85	3	-3.986	0.8161	0.82076	1.0	14766	1	-3.986
EIF2B3	4	1.9917e-05	7.071e-05	0.015715	86	4	-4.0615	0.99998	0.99998	1.0	19046	0	-4.0615
LARS	4	2.0291e-05	7.2264e-05	0.015876	87	4	-4.8219	0.99998	0.99998	1.0	19044	0	-4.8219
AQR	4	2.0534e-05	7.33e-05	0.01592	88	3	-4.4102	0.97219	0.97216	1.0	17550	0	-4.4102
RPL5	4	2.1349e-05	7.589e-05	0.016227	89	4	-4.7699	0.99531	0.99534	1.0	18290	0	-4.7699
PSMD11	4	2.1388e-05	7.6409e-05	0.016227	90	4	-4.6533	0.99998	0.99998	1.0	19043	0	-4.6533
FAM60A	4	2.2251e-05	8.0035e-05	0.016735	91	4	-3.8293	0.99998	0.99998	1.0	19042	0	-3.8293
RABGGTA	4	2.2563e-05	8.0553e-05	0.016735	92	4	-4.1157	0.99998	0.99998	1.0	19041	0	-4.1157
MMGT1	4	2.3112e-05	8.4179e-05	0.01691	93	4	-3.8598	0.99998	0.99997	1.0	19040	0	-3.8598
RPS11	4	2.3548e-05	8.5215e-05	0.01691	94	4	-4.1097	0.99998	0.99997	1.0	19039	0	-4.1097
CLTC	4	2.3592e-05	8.5215e-05	0.01691	95	4	-4.5279	0.99651	0.99652	1.0	18379	0	-4.5279
C1QBP	4	2.4493e-05	8.7805e-05	0.01691	96	4	-4.1794	0.99998	0.99997	1.0	19038	0	-4.1794
INTS1	4	2.4493e-05	8.7805e-05	0.01691	97	4	-4.1633	0.99998	0.99997	1.0	19037	0	-4.1633
TXN	4	2.4588e-05	8.8323e-05	0.01691	98	4	-4.6123	0.99988	0.99988	1.0	18933	0	-4.6123
U2AF1	4	2.4704e-05	8.8841e-05	0.01691	99	4	-4.6755	0.99731	0.99731	1.0	18447	0	-4.6755
MCM2	4	2.482e-05	8.9359e-05	0.01691	100	4	-3.3555	0.99998	0.99997	1.0	19036	0	-3.3555
SNRPD3	4	2.4901e-05	8.9359e-05	0.01691	101	4	-5.0714	0.99983	0.99984	1.0	18901	0	-5.0714
ZBTB16	4	2.5966e-05	9.0913e-05	0.017036	102	2	-0.19263	0.01346	0.044259	0.791723	1061	2	-0.19263
ZCRB1	4	2.6993e-05	9.4539e-05	0.017349	103	4	-4.9861	0.99997	0.99997	1.0	19027	0	-4.9861
MRPS34	4	2.7378e-05	9.6611e-05	0.017349	104	4	-4.2887	0.99997	0.99997	1.0	19035	0	-4.2887
XRCC6	4	2.7933e-05	9.9202e-05	0.017349	105	4	-3.6233	0.99997	0.99997	1.0	19034	0	-3.6233
MRPL27	4	2.8023e-05	9.972e-05	0.017349	106	4	-3.5214	0.99997	0.99997	1.0	19033	0	-3.5214
PGD	4	2.8083e-05	9.972e-05	0.017349	107	4	-3.9308	0.99997	0.99997	1.0	19032	0	-3.9308
NCL	4	2.8213e-05	0.00010024	0.017349	108	4	-3.9476	0.99997	0.99997	1.0	19031	0	-3.9476
UTP18	4	2.8281e-05	0.00010076	0.017349	109	3	-4.1881	0.29677	0.45288	1.0	8473	1	-4.1881
TOP3A	4	2.8284e-05	0.00010076	0.017349	110	4	-3.2663	0.99997	0.99997	1.0	19030	0	-3.2663
NUDT21	4	2.8526e-05	0.00010231	0.017459	111	4	-4.734	0.99997	0.99997	1.0	19029	0	-4.734
PTCD3	4	2.9047e-05	0.00010386	0.0175	112	4	-4.8482	0.99997	0.99997	1.0	19028	0	-4.8482
SNRPD1	4	2.9543e-05	0.00010438	0.0175	113	4	-4.1418	0.99997	0.99997	1.0	19026	0	-4.1418
PRMT5	4	3.0109e-05	0.00010594	0.017607	114	4	-3.7142	0.99997	0.99997	1.0	19025	0	-3.7142
YARS	3	3.0557e-05	9.7647e-05	0.017349	115	3	-4.6651	0.99997	0.99997	1.0	19024	0	-4.6651
GTF2B	4	3.0854e-05	0.00010801	0.017746	116	4	-4.1799	0.99997	0.99997	1.0	19023	0	-4.1799
PSMA5	4	3.1461e-05	0.00010956	0.017746	117	4	-4.6298	0.99997	0.99997	1.0	19021	0	-4.6298
CHAF1B	4	3.1461e-05	0.00010956	0.017746	118	4	-4.5805	0.99997	0.99997	1.0	19022	0	-4.5805
AK2	4	3.1811e-05	0.00011112	0.017781	119	4	-4.5662	0.99997	0.99997	1.0	19020	0	-4.5662
PPP4C	4	3.1988e-05	0.00011163	0.017781	120	4	-4.6964	0.99997	0.99997	1.0	19019	0	-4.6964
NDUFC2	4	3.2432e-05	0.00011371	0.017961	121	4	-3.928	0.99997	0.99997	1.0	19018	0	-3.928
NPM1	4	3.4336e-05	0.00012096	0.01895	122	4	-4.4405	0.99997	0.99996	1.0	19017	0	-4.4405
TELO2	4	3.4957e-05	0.00012407	0.019279	123	4	-3.6138	0.99997	0.99996	1.0	19016	0	-3.6138
POLR2L	4	3.5623e-05	0.00012666	0.019523	124	4	-4.6999	0.99996	0.99996	1.0	19015	0	-4.6999
AP2M1	4	3.5815e-05	0.00012769	0.019525	125	4	-4.1409	0.99996	0.99996	1.0	19014	0	-4.1409
PSMB4	4	3.6428e-05	0.00012976	0.019607	126	4	-4.3422	0.99964	0.99965	1.0	18801	0	-4.3422
SMG1	4	3.6493e-05	0.00013028	0.019607	127	4	-4.1064	0.99996	0.99996	1.0	19013	0	-4.1064
MRPL44	4	3.7377e-05	0.00013443	0.020071	128	4	-4.795	0.99862	0.99863	1.0	18582	0	-4.795
COX7B	4	3.7578e-05	0.00013546	0.020071	129	4	-4.0231	0.99996	0.99996	1.0	19012	0	-4.0231
THOC6	4	3.8382e-05	0.00014064	0.020678	130	4	-3.2302	0.99996	0.99996	1.0	19011	0	-3.2302
RPL35A	4	3.8878e-05	0.00014323	0.02089	131	4	-3.9845	0.99996	0.99996	1.0	19010	0	-3.9845
STRAP	4	3.9057e-05	0.00014427	0.02089	132	4	-3.5986	0.99996	0.99996	1.0	19009	0	-3.5986
GNL3	4	4.0554e-05	0.00014945	0.021477	133	4	-4.0185	0.99996	0.99996	1.0	19008	0	-4.0185
DDX54	4	4.1781e-05	0.00015411	0.021982	134	4	-3.6671	0.99996	0.99996	1.0	19007	0	-3.6671
ZPR1	4	4.2775e-05	0.00015877	0.022191	135	4	-3.0728	0.99996	0.99995	1.0	19006	0	-3.0728
UTP15	4	4.3397e-05	0.00016085	0.022191	136	4	-4.1047	0.99996	0.99995	1.0	19005	0	-4.1047
MRPL41	4	4.3457e-05	0.00016085	0.022191	137	4	-4.8645	0.99973	0.99973	1.0	18843	0	-4.8645
CIAO1	4	4.3808e-05	0.00016188	0.022191	138	4	-5.3297	0.9998	0.9998	1.0	18883	0	-5.3297
NOL6	4	4.3988e-05	0.00016292	0.022191	139	3	-4.1997	0.67927	0.73278	1.0	13191	1	-4.1997
PCBP1	4	4.4123e-05	0.00016344	0.022191	140	4	-3.5242	0.99996	0.99995	1.0	19004	0	-3.5242
PSMA6	4	4.4165e-05	0.00016395	0.022191	141	4	-4.4617	0.99996	0.99995	1.0	19003	0	-4.4617
RPS24	4	4.4617e-05	0.00016499	0.022191	142	4	-3.7192	0.99996	0.99995	1.0	19002	0	-3.7192
HAUS5	4	4.5402e-05	0.00016603	0.022191	143	4	-3.5379	0.99995	0.99995	1.0	19001	0	-3.5379
MAK16	4	4.6155e-05	0.0001681	0.022312	144	4	-4.2357	0.99313	0.99318	1.0	18187	0	-4.2357
CDC45	4	4.7585e-05	0.00017535	0.023114	145	3	-4.4544	0.83795	0.83888	1.0	15091	1	-4.4544
MRPS25	4	4.8118e-05	0.00017691	0.023159	146	4	-4.6682	0.99995	0.99995	1.0	19000	0	-4.6682
EIF6	4	4.8796e-05	0.00018053	0.023381	147	4	-4.27	0.99995	0.99995	1.0	18999	0	-4.27
ZFP91	4	4.8986e-05	0.00018105	0.023381	148	3	-2.5472	0.97525	0.9752	1.0	17640	0	-2.5472
POLR3K	4	5.0797e-05	0.00018571	0.023822	149	4	-3.2912	0.99995	0.99995	1.0	18998	0	-3.2912
IPPK	4	5.2602e-05	0.00019245	0.02415	150	4	-4.5284	0.99995	0.99995	1.0	18997	0	-4.5284
NOA1	4	5.3058e-05	0.00019504	0.02415	151	4	-3.727	0.99606	0.99609	1.0	18351	0	-3.727
SSRP1	4	5.3408e-05	0.00019607	0.02415	152	4	-3.8168	0.99995	0.99995	1.0	18996	0	-3.8168
PSMC3	4	5.3506e-05	0.00019607	0.02415	153	4	-3.9409	0.99995	0.99995	1.0	18995	0	-3.9409
SNRPD2	4	5.3598e-05	0.00019607	0.02415	154	4	-4.8333	0.99893	0.99893	1.0	18630	0	-4.8333
NUBP2	4	5.399e-05	0.00019711	0.02415	155	4	-4.7312	0.99947	0.99948	1.0	18749	0	-4.7312
DICER1	4	5.4109e-05	0.00019711	0.02415	156	4	-3.2627	0.99995	0.99995	1.0	18994	0	-3.2627
ITPK1	4	5.4603e-05	0.00019866	0.024185	157	4	-3.2549	0.99995	0.99995	1.0	18993	0	-3.2549
MRPL22	4	5.5315e-05	0.00020177	0.024317	158	4	-4.1705	0.99994	0.99995	1.0	18992	0	-4.1705
TUBB	4	5.5465e-05	0.00020229	0.024317	159	4	-4.2469	0.99994	0.99995	1.0	18991	0	-4.2469
MIPEP	4	5.6605e-05	0.00020799	0.024692	160	4	-4.8823	0.99567	0.9957	1.0	18324	0	-4.8823
RPUSD3	4	5.7034e-05	0.00020954	0.024692	161	4	-3.066	0.99994	0.99994	1.0	18990	0	-3.066
OPA1	4	5.7136e-05	0.00021006	0.024692	162	4	-4.053	0.99994	0.99994	1.0	18989	0	-4.053
RUVBL1	4	5.7204e-05	0.00021058	0.024692	163	4	-5.1276	0.99994	0.99994	1.0	18988	0	-5.1276
PFDN2	4	5.8583e-05	0.00021472	0.025024	164	4	-3.7754	0.99994	0.99994	1.0	18987	0	-3.7754
PTPMT1	4	5.9019e-05	0.00021679	0.025113	165	4	-4.4923	0.99994	0.99994	1.0	18986	0	-4.4923
HNRNPU	4	6.0283e-05	0.00022146	0.025464	166	4	-4.3448	0.99898	0.99898	1.0	18642	0	-4.3448
PUF60	4	6.0471e-05	0.00022249	0.025464	167	4	-3.8832	0.98628	0.98628	1.0	17925	0	-3.8832
DDX51	4	6.1523e-05	0.00022664	0.025784	168	4	-4.5549	0.99994	0.99994	1.0	18985	0	-4.5549
SARS2	4	6.2612e-05	0.00023389	0.026451	169	4	-4.0303	0.99994	0.99994	1.0	18984	0	-4.0303
BANP	4	6.4106e-05	0.00023907	0.026595	170	4	-5.1039	0.99994	0.99994	1.0	18983	0	-5.1039
SEC13	4	6.4106e-05	0.00023907	0.026595	171	4	-3.3487	0.99994	0.99994	1.0	18982	0	-3.3487
INTS9	4	6.4605e-05	0.00024114	0.026595	172	3	-4.5102	0.84889	0.84884	1.0	15258	1	-4.5102
PES1	4	6.476e-05	0.00024166	0.026595	173	4	-3.4118	0.99994	0.99994	1.0	18980	0	-3.4118
CPSF3L	4	6.5173e-05	0.00024477	0.026595	174	4	-3.5504	0.99993	0.99994	1.0	18979	0	-3.5504
YARS2	4	6.5475e-05	0.00024528	0.026595	175	4	-4.313	0.99993	0.99994	1.0	18978	0	-4.313
CKAP5	4	6.5797e-05	0.00024632	0.026595	176	4	-3.9568	0.99993	0.99994	1.0	18977	0	-3.9568
PSMA4	4	6.6691e-05	0.00024943	0.026595	177	4	-4.7171	0.99955	0.99957	1.0	18763	0	-4.7171
LSM7	4	6.6712e-05	0.00024943	0.026595	178	4	-4.178	0.99993	0.99994	1.0	18976	0	-4.178
DPH3	4	6.6885e-05	0.00025046	0.026595	179	4	-4.7317	0.99993	0.99994	1.0	18975	0	-4.7317
ZFP36L2	4	6.6885e-05	0.00025046	0.026595	180	4	-3.44	0.99993	0.99994	1.0	18974	0	-3.44
COPG1	4	6.7308e-05	0.00025305	0.026629	181	4	-3.5967	0.99993	0.99994	1.0	18973	0	-3.5967
MRPL52	4	6.7463e-05	0.00025357	0.026629	182	4	-4.2094	0.99993	0.99994	1.0	18972	0	-4.2094
OR4F17	4	6.8376e-05	0.00025564	0.026679	183	4	-4.0884	0.99993	0.99994	1.0	18971	0	-4.0884
NDUFB9	4	6.8787e-05	0.00025772	0.026679	184	4	-3.5433	0.99993	0.99994	1.0	18970	0	-3.5433
ATP5J2-PTCD1	4	6.8905e-05	0.00025823	0.026679	185	4	-3.5536	0.99993	0.99994	1.0	18969	0	-3.5536
CCT5	4	7.0369e-05	0.00026445	0.026841	186	3	-4.8404	0.88407	0.88364	1.0	15886	0	-4.8404
DHX15	4	7.1204e-05	0.00026704	0.026841	187	4	-5.3501	0.9865	0.9865	1.0	17933	0	-5.3501
RNASEK	4	7.1499e-05	0.00026808	0.026841	188	2	-2.6116	0.48265	0.63047	1.0	11474	1	-2.6116
WARS2	4	7.1534e-05	0.00026834	0.026841	189	4	-3.1694	0.99993	0.99993	1.0	18968	0	-3.1694
SUPT16H	4	7.2035e-05	0.00026963	0.026841	190	4	-4.6049	0.9998	0.99981	1.0	18884	0	-4.6049
PSMD1	4	7.204e-05	0.00026963	0.026841	191	4	-3.9685	0.99993	0.99993	1.0	18967	0	-3.9685
PGK1	4	7.2788e-05	0.00027119	0.026856	192	3	-3.6904	0.77215	0.78839	1.0	14154	1	-3.6904
RPL26	4	7.4883e-05	0.0002831	0.027891	193	4	-3.7335	0.99993	0.99993	1.0	18966	0	-3.7335
NMT1	4	7.5575e-05	0.00028776	0.028205	194	4	-3.459	0.99992	0.99993	1.0	18965	0	-3.459
RPS6	4	7.6628e-05	0.00029191	0.028465	195	4	-4.7869	0.99988	0.99989	1.0	18938	0	-4.7869
TBCC	4	7.6995e-05	0.00029398	0.028522	196	4	-4.3093	0.99992	0.99993	1.0	18964	0	-4.3093
GFPT1	4	7.7702e-05	0.0002976	0.028633	197	4	-3.7844	0.99992	0.99993	1.0	18963	0	-3.7844
TRIP11	4	7.7897e-05	0.00029812	0.028633	198	2	0.31185	0.12024	0.25182	0.952306	5048	2	0.31185
PRIM1	4	7.9412e-05	0.0003033	0.028985	199	4	-3.9801	0.99972	0.99972	1.0	18837	0	-3.9801
ZBTB7B	4	8.0316e-05	0.00030952	0.029432	200	4	-3.5643	0.99982	0.99983	1.0	18897	0	-3.5643
CENPN	4	8.3396e-05	0.00031988	0.030157	201	4	-3.9578	0.99992	0.99992	1.0	18962	0	-3.9578
WASH1	4	8.3873e-05	0.00032143	0.030157	202	4	-4.0847	0.99992	0.99992	1.0	18961	0	-4.0847
USP17L27	4	8.4354e-05	0.00032299	0.030157	203	3	-4.7971	0.97563	0.97558	1.0	17650	0	-4.7971
BUD31	4	8.4719e-05	0.00032351	0.030157	204	4	-4.7801	0.99992	0.99992	1.0	18960	0	-4.7801
RPL23A	4	8.5686e-05	0.00032506	0.030157	205	4	-3.7983	0.99991	0.99991	1.0	18958	0	-3.7983
LSM2	4	8.6103e-05	0.00032661	0.030157	206	4	-3.1546	0.99991	0.99991	1.0	18957	0	-3.1546
RER1	4	8.7105e-05	0.00032972	0.030298	207	4	-2.8007	0.99991	0.99991	1.0	18956	0	-2.8007
GATB	4	8.8222e-05	0.00033283	0.030434	208	3	-4.3503	0.73065	0.76165	1.0	13686	1	-4.3503
CCND2	4	8.8447e-05	0.00033438	0.030434	209	4	-3.5443	0.99991	0.99991	1.0	18955	0	-3.5443
TRAPPC3	3	8.8668e-05	0.0002686	0.026841	210	2	-6.1783	0.52702	0.58588	1.0	12041	1	-6.1783
MCM7	4	8.9208e-05	0.00033697	0.030524	211	4	-4.1845	0.99991	0.99991	1.0	18954	0	-4.1845
BCAS2	4	8.9973e-05	0.00034164	0.0308	212	4	-2.467	0.99991	0.99991	1.0	18953	0	-2.467
DDX5	4	9.0598e-05	0.00034474	0.030935	213	4	-3.2953	0.99991	0.99991	1.0	18952	0	-3.2953
MARS	4	9.2029e-05	0.00034941	0.031108	214	4	-4.2234	0.99991	0.99991	1.0	18951	0	-4.2234
PRKRIP1	4	9.2249e-05	0.00034993	0.031108	215	4	-2.9033	0.99991	0.99991	1.0	18950	0	-2.9033
AGO2	4	9.2591e-05	0.000352	0.03114	216	4	-3.987	0.99991	0.99991	1.0	18949	0	-3.987
PDE12	4	9.3181e-05	0.00035355	0.03114	217	4	-3.7865	0.99991	0.99991	1.0	18948	0	-3.7865
UBAP2L	4	9.8109e-05	0.00037479	0.032134	218	3	-3.8899	0.93371	0.93353	1.0	16792	0	-3.8899
MTG2	4	9.8307e-05	0.00037583	0.032134	219	4	-4.4072	0.9999	0.9999	1.0	18947	0	-4.4072
PSMD14	4	9.8758e-05	0.00037634	0.032134	220	3	-4.6061	0.95433	0.95422	1.0	17174	0	-4.6061
RPUSD4	4	9.8821e-05	0.00037686	0.032134	221	4	-3.6708	0.9999	0.9999	1.0	18946	0	-3.6708
NAA10	4	9.8976e-05	0.00037686	0.032134	222	4	-4.0983	0.9999	0.9999	1.0	18945	0	-4.0983
