id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
OSTC	4	0.00064663	0.0023584	0.674359	66	4	-0.75284	0.99935	0.99937	1.0	19082	0	-0.75284
MYO5A	4	0.0006568	0.0023947	0.674359	67	2	-0.19333	0.093815	0.20321	1.0	3749	1	-0.19333
HNRNPF	4	0.00065834	0.0024004	0.674359	68	3	-0.34287	0.85819	0.85807	1.0	16235	0	-0.34287
AKTIP	4	0.00070638	0.0025797	0.702203	69	3	-0.6672	0.9846	0.98459	1.0	18766	0	-0.6672
SHBG	4	0.00070933	0.0025911	0.702203	70	3	-0.48259	0.49165	0.57307	1.0	10591	1	-0.48259
CSAD	4	0.00071363	0.0026097	0.702203	71	3	-0.4302	0.93134	0.9315	1.0	17684	0	-0.4302
LOC286238	4	0.00072957	0.0026616	0.706202	72	3	-0.45359	0.87143	0.87137	1.0	16502	0	-0.45359
MLEC	4	0.00076186	0.0027725	0.721947	73	2	-0.38619	0.76509	0.76505	1.0	14388	1	-0.38619
OR6N2	4	0.00078007	0.0028352	0.721947	74	4	-0.32807	0.99428	0.99432	1.0	18967	0	-0.32807
LPXN	4	0.00078454	0.0028487	0.721947	75	4	-0.327	0.99922	0.99922	1.0	19081	0	-0.327
GALNT14	4	0.00079618	0.0028896	0.721947	76	4	-0.36614	0.9992	0.99921	1.0	19080	0	-0.36614
MKX	4	0.00081438	0.0029471	0.721947	77	1	0.15202	0.1099	0.22145	1.0	4095	2	0.15202
KRAS	4	0.0008145	0.0029476	0.721947	78	3	-0.43355	0.98469	0.98468	1.0	18769	0	-0.43355
KCNJ8	4	0.00086524	0.0031363	0.731499	79	3	-0.36143	0.79011	0.79	1.0	14877	0	-0.36143
CSTA	4	0.00086691	0.0031446	0.731499	80	1	-0.017113	0.66348	0.68036	1.0	12700	1	-0.017113
OR6C74	4	0.00087546	0.0031762	0.731499	81	4	-0.41399	0.99912	0.99912	1.0	19079	0	-0.41399
AMMECR1	4	0.0008774	0.0031897	0.731499	82	3	-0.57936	0.20506	0.32842	1.0	6044	1	-0.57936
YIPF1	4	0.00088796	0.003227	0.731499	83	2	-0.30879	0.1718	0.29128	1.0	5331	2	-0.30879
EXT2	4	0.00089741	0.0032508	0.731499	84	4	-0.47109	0.99895	0.99895	1.0	19073	0	-0.47109
TTYH1	4	0.00091943	0.0033244	0.731499	85	3	-0.21914	0.64201	0.66508	1.0	12399	1	-0.21914
PDCL3	4	0.00094258	0.0034053	0.731499	86	4	-0.59617	0.99906	0.99906	1.0	19077	0	-0.59617
GSTA4	4	0.00095041	0.0034384	0.731499	87	3	-0.4632	0.98467	0.98466	1.0	18768	0	-0.4632
USP33	4	0.00096107	0.0034778	0.731499	88	2	-0.29131	0.43308	0.54278	1.0	9995	1	-0.29131
PRSS8	4	0.00096195	0.0034799	0.731499	89	4	-0.45996	0.99904	0.99903	1.0	19076	0	-0.45996
SLC13A5	4	0.00097195	0.0035152	0.731499	90	2	-0.27125	0.92405	0.92421	1.0	17546	0	-0.27125
ABCA6	4	0.00099072	0.0035799	0.731499	91	3	-0.4619	0.86688	0.86676	1.0	16408	0	-0.4619
TNXB	4	0.00099509	0.0035929	0.731499	92	4	-0.93222	0.999	0.999	1.0	19075	0	-0.93222
IRGQ	4	0.0010127	0.0036572	0.731499	93	2	-0.28779	0.84522	0.84507	1.0	15978	0	-0.28779
PGR	4	0.0010205	0.0036841	0.731499	94	3	-0.58776	0.8952	0.89516	1.0	16954	0	-0.58776
VSX1	4	0.0010279	0.0037111	0.731499	95	3	-0.49832	0.95274	0.95281	1.0	18119	0	-0.49832
ZNF630	4	0.0010288	0.0037142	0.731499	96	4	-0.28461	0.99897	0.99896	1.0	19074	0	-0.28461
HERC5	4	0.0010482	0.003795	0.734505	97	4	-0.30286	0.99895	0.99894	1.0	19072	0	-0.30286
CSPG5	4	0.001057	0.0038318	0.734505	98	4	-0.41783	0.99894	0.99894	1.0	19071	0	-0.41783
LRRC8A	4	0.0010605	0.0038448	0.734505	99	4	-0.26157	0.99894	0.99894	1.0	19070	0	-0.26157
GORASP1	4	0.001077	0.0039041	0.735051	100	3	-0.2585	0.50558	0.58059	1.0	10744	1	-0.2585
WDR87	4	0.0010824	0.0039246	0.735051	101	3	-0.81729	0.5336	0.59622	1.0	11072	1	-0.81729
MAGEA6	4	0.0011349	0.0041039	0.746971	102	2	-0.23802	0.24148	0.36902	1.0	6808	2	-0.23802
ZNF514	4	0.0011355	0.0041044	0.746971	103	3	-0.34959	0.98512	0.98511	1.0	18777	0	-0.34959
OR5T1	4	0.0011634	0.0042091	0.746971	104	4	-0.475	0.98794	0.98795	1.0	18843	0	-0.475
PTGDR2	4	0.001182	0.0042677	0.746971	105	1	-0.1383	0.95423	0.95425	1.0	18148	0	-0.1383
ATP6V1G1	4	0.0012333	0.004448	0.746971	106	4	-1.6842	0.99877	0.99875	1.0	19069	0	-1.6842
ARL3	4	0.0012345	0.0044543	0.746971	107	2	-0.30675	0.87689	0.87686	1.0	16619	0	-0.30675
ZNF800	4	0.0012349	0.0044555	0.746971	108	2	-0.33035	0.80753	0.80747	1.0	15229	0	-0.33035
CEP290	4	0.0012409	0.004475	0.746971	109	4	-0.32957	0.99876	0.99874	1.0	19068	0	-0.32957
USP42	3	0.0012436	0.0035281	0.731499	110	3	-0.37633	0.99876	0.99879	1.0	19067	0	-0.37633
NUDT11	4	0.0012601	0.0045361	0.746971	111	4	-0.34187	0.99874	0.99872	1.0	19066	0	-0.34187
RNF6	4	0.001287	0.0046299	0.746971	112	3	-0.25577	0.29754	0.43132	1.0	7919	1	-0.25577
SPATA7	4	0.0012953	0.0046564	0.746971	113	4	-0.29068	0.9987	0.99868	1.0	19065	0	-0.29068
CPA3	4	0.0012955	0.0046569	0.746971	114	3	-0.38978	0.91302	0.91302	1.0	17313	0	-0.38978
DDX19B	4	0.0013252	0.004759	0.746971	115	3	-0.35328	0.72503	0.72887	1.0	13664	1	-0.35328
CLDN34	4	0.0013298	0.0047725	0.746971	116	3	-0.33765	0.97024	0.97031	1.0	18484	0	-0.33765
SPINK9	4	0.0013395	0.0048036	0.746971	117	2	-0.19215	0.73774	0.73974	1.0	13884	1	-0.19215
WDPCP	4	0.0013455	0.0048217	0.746971	118	4	-0.28575	0.99865	0.99862	1.0	19064	0	-0.28575
MSL2	4	0.0013553	0.0048569	0.746971	119	3	-0.31483	0.77471	0.77447	1.0	14572	1	-0.31483
FRYL	4	0.0013619	0.0048823	0.746971	120	3	-0.3207	0.92895	0.9291	1.0	17626	0	-0.3207
ZNF451	4	0.0013704	0.0049083	0.746971	121	4	-0.424	0.99863	0.99859	1.0	19063	0	-0.424
GATSL2	4	0.001392	0.0049824	0.746971	122	2	-0.10202	0.83124	0.83129	1.0	15703	0	-0.10202
SLC24A3	4	0.0013978	0.0050067	0.746971	123	3	-0.57029	0.89311	0.89303	1.0	16911	0	-0.57029
LDOC1L	4	0.0014233	0.0050943	0.746971	124	2	-0.092999	0.14063	0.25616	1.0	4705	2	-0.092999
RBBP9	4	0.0014281	0.0051109	0.746971	125	2	-0.37101	0.50148	0.57841	1.0	10700	1	-0.37101
EFHB	4	0.0014375	0.0051482	0.746971	126	4	-0.27792	0.99856	0.99853	1.0	19062	0	-0.27792
FN3KRP	4	0.0014424	0.0051607	0.746971	127	2	-0.49254	0.43794	0.54514	1.0	10043	1	-0.49254
BRWD1	4	0.0014445	0.0051664	0.746971	128	2	-0.11857	0.74186	0.74346	1.0	13972	1	-0.11857
FOXR1	4	0.0014448	0.0051669	0.746971	129	2	-0.15026	0.055691	0.12969	0.9991	2450	1	-0.15026
ZRANB2	4	0.001445	0.0051679	0.746971	130	3	-0.69588	0.90359	0.90362	1.0	17107	0	-0.69588
BHLHB9	4	0.0014476	0.0051767	0.746971	131	4	-0.49861	0.99855	0.99852	1.0	19061	0	-0.49861
RERGL	4	0.0014482	0.0051793	0.746971	132	4	-0.38103	0.99855	0.99852	1.0	19060	0	-0.38103
EDEM3	4	0.0014641	0.0052322	0.746971	133	4	-0.29949	0.99854	0.9985	1.0	19059	0	-0.29949
MMAB	4	0.0014659	0.0052394	0.746971	134	3	-0.34717	0.53024	0.59433	1.0	11038	1	-0.34717
RAB5A	4	0.001497	0.0053405	0.754986	135	3	-0.33609	0.96145	0.96145	1.0	18309	0	-0.33609
NHLRC2	4	0.0015138	0.0054084	0.754986	136	3	-0.57664	0.95794	0.95798	1.0	18236	0	-0.57664
ADAM10	4	0.0015337	0.0054784	0.754986	137	4	-0.55796	0.99847	0.99844	1.0	19058	0	-0.55796
RGS11	4	0.0015402	0.0054996	0.754986	138	3	-0.49764	0.92456	0.92471	1.0	17557	0	-0.49764
PHC3	4	0.0015489	0.0055281	0.754986	139	4	-0.43129	0.99845	0.99843	1.0	19057	0	-0.43129
NLGN4Y	4	0.0015495	0.0055328	0.754986	140	2	-0.15788	0.80869	0.8086	1.0	15251	0	-0.15788
IFT122	4	0.001582	0.0056452	0.762204	141	4	-0.56577	0.99842	0.9984	1.0	19056	0	-0.56577
SLC4A10	4	0.0015896	0.0056748	0.762204	142	3	-1.0933	0.7356	0.73786	1.0	13840	1	-1.0933
MTFR1	4	0.001602	0.0057225	0.762204	143	1	0.14481	0.11275	0.22475	1.0	4155	2	0.14481
AMN	4	0.0016545	0.0059054	0.770571	144	3	-0.34373	0.90923	0.90924	1.0	17223	0	-0.34373
ZNF263	4	0.0016555	0.0059075	0.770571	145	3	-0.47137	0.98421	0.98419	1.0	18761	0	-0.47137
LRRC41	4	0.001664	0.0059381	0.770571	146	4	-0.41147	0.99834	0.99832	1.0	19055	0	-0.41147
POM121C	4	0.0016735	0.0059697	0.770571	147	4	-0.41505	0.99833	0.99831	1.0	19054	0	-0.41505
CD86	4	0.0017036	0.0060764	0.774884	148	3	-0.69521	0.21339	0.33779	1.0	6207	1	-0.69521
COBLL1	4	0.001707	0.0060842	0.774884	149	1	0.071182	0.31602	0.45193	1.0	8291	2	0.071182
LMBR1	4	0.0017279	0.0061661	0.776283	150	2	-0.45093	0.52368	0.59068	1.0	10950	1	-0.45093
ZNF460	4	0.0017329	0.0061765	0.776283	151	3	-0.48008	0.97958	0.97971	1.0	18665	0	-0.48008
WDR45B	4	0.0017473	0.0062283	0.777681	152	4	-0.4714	0.99825	0.99824	1.0	19053	0	-0.4714
PDHA2	4	0.0017595	0.0062713	0.777967	153	1	0.011691	0.29326	0.42656	1.0	7824	2	0.011691
FXR1	4	0.0018375	0.0065351	0.805462	154	4	-0.5053	0.99816	0.99816	1.0	19052	0	-0.5053
FFAR4	4	0.0018645	0.0066372	0.807949	155	1	-0.079867	0.50787	0.58188	1.0	10778	1	-0.079867
BCL2	4	0.0018828	0.006702	0.807949	156	3	-0.5236	0.82945	0.82943	1.0	15666	0	-0.5236
INPP4B	4	0.0018855	0.006716	0.807949	157	2	-0.2501	0.50307	0.57928	1.0	10717	1	-0.2501
MARK2	4	0.0019037	0.006787	0.807949	158	3	-0.3612	0.70587	0.71289	1.0	13346	1	-0.3612
C1GALT1C1	4	0.0019156	0.0068315	0.807949	159	3	-0.56317	0.95518	0.95521	1.0	18173	0	-0.56317
KCNJ12	4	0.0019169	0.0068347	0.807949	160	3	-0.29535	0.018035	0.051182	0.950221	1020	1	-0.29535
HEMK1	4	0.0019239	0.0068616	0.807949	161	3	-0.35741	0.98362	0.9836	1.0	18749	0	-0.35741
MANF	4	0.0019389	0.0069124	0.807949	162	4	-0.56248	0.9975	0.99749	1.0	19039	0	-0.56248
NDUFS8	4	0.0019694	0.0070161	0.807949	163	2	-0.64156	0.225	0.35078	1.0	6466	2	-0.64156
MASP2	4	0.0019864	0.0070808	0.807949	164	4	-0.35834	0.99801	0.99801	1.0	19051	0	-0.35834
APPL2	4	0.0020116	0.0071772	0.807949	165	3	-0.49601	0.9746	0.97474	1.0	18581	0	-0.49601
SOCS2	4	0.0020219	0.0072104	0.807949	166	4	-0.3066	0.99138	0.99141	1.0	18918	0	-0.3066
PTX4	4	0.00203	0.0072446	0.807949	167	3	-0.33735	0.63579	0.66069	1.0	12320	1	-0.33735
CST1	4	0.0020308	0.0072456	0.807949	168	4	-0.39657	0.99797	0.99797	1.0	19050	0	-0.39657
TBL1X	4	0.0020414	0.0072892	0.807949	169	4	-0.52957	0.99318	0.99321	1.0	18944	0	-0.52957
NDUFA9	3	0.0020424	0.0057453	0.762204	170	2	-1.4016	0.48258	0.51192	1.0	10492	1	-1.4016
ADGRG2	4	0.0020675	0.007384	0.807949	171	3	-0.34958	0.5877	0.62896	1.0	11691	1	-0.34958
RIPK1	4	0.0020695	0.0073939	0.807949	172	4	-0.34293	0.996	0.99599	1.0	19013	0	-0.34293
ASAP2	4	0.0020726	0.0074011	0.807949	173	4	-0.74798	0.98793	0.98794	1.0	18841	0	-0.74798
FAM83C	4	0.0020729	0.0074011	0.807949	174	4	-0.31095	0.99793	0.99793	1.0	19049	0	-0.31095
ZNF267	4	0.0020959	0.0074872	0.812697	175	3	-0.61642	0.91887	0.91892	1.0	17436	0	-0.61642
WLS	4	0.0021225	0.0075861	0.81307	176	3	-0.33112	0.9606	0.96063	1.0	18290	0	-0.33112
ZNF814	4	0.0021244	0.0075924	0.81307	177	2	-0.1787	0.76372	0.76376	1.0	14363	1	-0.1787
ERVFRD-1	4	0.0021312	0.0076183	0.81307	178	4	-0.52109	0.99787	0.99787	1.0	19048	0	-0.52109
UBE2U	4	0.0021534	0.0077012	0.815209	179	2	-0.26032	0.84607	0.84597	1.0	15997	0	-0.26032
LRRC37B	4	0.0021753	0.0077779	0.815209	180	3	-0.7647	0.98402	0.98401	1.0	18756	0	-0.7647
RASL12	4	0.0021793	0.0077903	0.815209	181	3	-0.27016	0.58016	0.62411	1.0	11608	1	-0.27016
DNHD1	4	0.0021834	0.007809	0.815209	182	3	-0.5814	0.96886	0.96892	1.0	18454	0	-0.5814
ATAD2B	4	0.002209	0.0078966	0.819872	183	2	-0.3671	0.29834	0.43224	1.0	7939	1	-0.3671
AOC2	4	0.0022362	0.0080096	0.825947	184	3	-0.46345	0.97129	0.97141	1.0	18506	0	-0.46345
DCLRE1B	4	0.0022564	0.0080801	0.825947	185	2	-0.38154	0.69151	0.70162	1.0	13134	1	-0.38154
SLC22A10	4	0.0022683	0.0081194	0.825947	186	2	-0.29898	0.77155	0.77138	1.0	14497	1	-0.29898
ANKRD62	4	0.0022749	0.0081402	0.825947	187	4	-0.25076	0.99773	0.99773	1.0	19047	0	-0.25076
C14orf169	4	0.0023149	0.0082848	0.831965	188	3	-0.41237	0.48615	0.57017	1.0	10538	1	-0.41237
RAB12	4	0.0023367	0.0083604	0.831965	189	2	-0.24405	0.49716	0.57606	1.0	10652	1	-0.24405
CNKSR3	4	0.0023385	0.0083625	0.831965	190	4	-0.46939	0.99766	0.99766	1.0	19045	0	-0.46939
OR5AP2	4	0.0023497	0.008405	0.831965	191	4	-0.25652	0.99765	0.99765	1.0	19044	0	-0.25652
MTMR9	4	0.002366	0.0084605	0.833138	192	4	-0.45113	0.99763	0.99763	1.0	19043	0	-0.45113
PPM1F	4	0.0023892	0.0085413	0.835277	193	1	-0.058991	0.28899	0.42182	1.0	7745	1	-0.058991
NXT2	4	0.0024039	0.0085843	0.835277	194	3	-0.43703	0.59372	0.63277	1.0	11781	1	-0.43703
SLC25A45	4	0.0024126	0.0086134	0.835277	195	4	-0.26088	0.99759	0.99758	1.0	19041	0	-0.26088
KLRC4-KLRK1	4	0.0024417	0.0087196	0.835458	196	1	0.14275	0.21834	0.34333	1.0	6319	2	0.14275
EPS8L2	4	0.0024494	0.0087445	0.835458	197	4	-0.32561	0.99755	0.99754	1.0	19040	0	-0.32561
TTLL5	4	0.0025039	0.0089274	0.835458	198	2	-0.14864	0.16201	0.28023	1.0	5153	2	-0.14864
PHIP	4	0.0025243	0.0089917	0.835458	199	4	-0.58986	0.99748	0.99747	1.0	19038	0	-0.58986
TXNDC17	4	0.0025356	0.00903	0.835458	200	4	-0.38421	0.99746	0.99745	1.0	19037	0	-0.38421
EXTL3	4	0.0025384	0.0090383	0.835458	201	2	-0.36387	0.72052	0.72503	1.0	13591	1	-0.36387
NXPE1	4	0.0025466	0.0090622	0.835458	202	2	-0.14387	0.36583	0.50728	1.0	9340	1	-0.14387
WNT2	4	0.0025511	0.0090772	0.835458	203	2	-0.15326	0.18986	0.31148	1.0	5700	2	-0.15326
RABIF	4	0.0025637	0.0091197	0.835458	204	4	-0.26556	0.99592	0.99591	1.0	19012	0	-0.26556
VCPIP1	4	0.0025784	0.0091591	0.835458	205	3	-0.59345	0.94218	0.94226	1.0	17914	0	-0.59345
ZNF763	4	0.0025796	0.0091606	0.835458	206	3	-0.4639	0.98178	0.98181	1.0	18709	0	-0.4639
H2AFJ	4	0.0025973	0.0092337	0.835458	207	4	-0.40737	0.9974	0.9974	1.0	19036	0	-0.40737
PANX3	4	0.0026032	0.0092545	0.835458	208	3	-0.44055	0.71059	0.7167	1.0	13428	1	-0.44055
NDUFA2	3	0.0026285	0.0073306	0.807949	209	3	-1.4234	0.99737	0.99741	1.0	19035	0	-1.4234
PRCP	4	0.0026463	0.0093959	0.835458	210	3	-0.58913	0.12637	0.24002	1.0	4408	1	-0.58913
IP6K2	4	0.0026467	0.009397	0.835458	211	4	-0.39311	0.99431	0.99435	1.0	18968	0	-0.39311
IHH	4	0.0026515	0.0094115	0.835458	212	2	-0.15696	0.90639	0.90641	1.0	17170	0	-0.15696
CTNNA1	4	0.0026596	0.0094353	0.835458	213	2	-0.41486	0.099222	0.20931	1.0	3868	1	-0.41486
CBLN1	4	0.002662	0.0094415	0.835458	214	4	-0.34132	0.99734	0.99733	1.0	19034	0	-0.34132
ITGB3BP	4	0.002678	0.0094908	0.835458	215	4	-0.39795	0.99732	0.99732	1.0	19033	0	-0.39795
HNRNPA2B1	4	0.0026887	0.0095286	0.835458	216	3	-0.45518	0.95916	0.95919	1.0	18261	0	-0.45518
ERICH4	4	0.0027039	0.0095773	0.835458	217	2	-0.21975	0.70697	0.71381	1.0	13364	1	-0.21975
GPRC5B	4	0.0027507	0.0097494	0.841027	218	2	-0.11613	0.11054	0.22221	1.0	4112	2	-0.11613
PRTN3	4	0.002755	0.0097647	0.841027	219	4	-0.34504	0.99725	0.99724	1.0	19032	0	-0.34504
C10orf107	4	0.0027572	0.0097732	0.841027	220	3	-0.34241	0.44165	0.54702	1.0	10084	1	-0.34241
PLCB2	4	0.0027778	0.0098473	0.843604	221	4	-0.35296	0.99722	0.99722	1.0	19031	0	-0.35296
SCRG1	4	0.0028365	0.01005	0.851321	222	2	-0.33795	0.93059	0.93073	1.0	17667	0	-0.33795
CT45A5	4	0.0028532	0.010106	0.851321	223	3	-0.5166	0.97747	0.97766	1.0	18625	0	-0.5166
CLSTN2	4	0.0028613	0.010142	0.851321	224	2	-0.18587	0.048926	0.11601	0.9991	2199	1	-0.18587
RNFT2	4	0.0028718	0.010176	0.851321	225	4	-0.25525	0.99713	0.99714	1.0	19030	0	-0.25525
CDH19	4	0.0028848	0.010224	0.851321	226	3	-0.61453	0.5303	0.59437	1.0	11039	1	-0.61453
APOD	4	0.0029137	0.010319	0.851321	227	3	-0.28268	0.79066	0.79056	1.0	14889	0	-0.28268
GPR87	4	0.0029237	0.010351	0.851321	228	4	-0.52064	0.98972	0.98969	1.0	18883	0	-0.52064
CCND2	3	0.0029339	0.0081713	0.825947	229	3	-2.1285	0.99707	0.99711	1.0	19029	0	-2.1285
KHK	4	0.0029369	0.010407	0.851321	230	4	-0.72208	0.99706	0.99708	1.0	19028	0	-0.72208
BRMS1L	4	0.0029662	0.0105	0.851321	231	2	-0.23529	0.1687	0.28776	1.0	5269	1	-0.23529
